0 82 82 0
1 119 119 0
2 159 159 0
3 222 222 0
4 302 302 0
5 434 434 0
6 599 599 0
7 827 827 0
8 1137 1138 1
9 1571 1573 2
10 2195 2199 4
11 3005 3011 6
12 4228 4234 6
13 5764 5771 7
14 7859 7869 10
15 10573 10588 15
16 14010 14032 22
17 18326 18358 32
18 23256 23296 40
19 28835 28963 46
20 34845 35024 61
21 40729 40964 78
22 46253 46570 99
23 51010 51429 122
24 54757 55327 143
25 57636 58401 174
26 59534 60560 208
27 60749 62109 232
28 61415 63234 260
29 61530 64001 290
30 61195 64499 318
31 60297 64847 349
32 58954 65059 382
33 56981 65201 416
34 54337 65297 455
35 50967 65357 487
36 46692 65404 518
37 41833 65444 538
38 36219 65465 560
39 30217 65476 573
40 24331 65491 581
41 18784 65498 587
42 13965 65504 596
43 10107 65507 604
44 7055 65510 613
45 4910 65510 616
46 3374 65511 618
47 2258 65511 619
48 1498 65512 620
49 1005 65512 620
50 658 65512 621
51 448 65512 621
52 308 65512 621
53 214 65512 621
54 155 65512 621
55 108 65512 621
56 68 65512 621
57 47 65512 621
58 36 65512 621
59 21 65512 621
60 14 65512 621
61 8 65512 621
62 5 65512 621
63 2 65512 621
64 2 65512 621
65 1 65512 621
66 1 65512 621
67 0 65512 621
