0 67 67 0
1 89 89 0
2 135 135 0
3 180 180 0
4 259 260 1
5 365 366 1
6 520 521 1
7 705 706 1
8 975 977 2
9 1376 1378 2
10 1969 1971 2
11 2727 2729 2
12 3766 3770 4
13 5126 5131 5
14 7047 7055 8
15 9543 9557 14
16 12683 12705 22
17 16503 16529 26
18 21281 21311 30
19 26577 26684 43
20 32529 32668 53
21 38588 38789 70
22 44320 44586 90
23 49382 49746 109
24 53560 54050 129
25 56632 57301 155
26 58861 59751 193
27 60389 61586 233
28 61282 62904 259
29 61481 63714 282
30 61302 64329 326
31 60638 64725 357
32 59520 64984 387
33 57765 65167 420
34 55380 65283 442
35 52309 65356 471
36 48539 65401 497
37 43808 65437 519
38 38481 65470 551
39 32548 65484 571
40 26474 65493 590
41 20739 65497 602
42 15635 65504 609
43 11358 65505 614
44 8135 65508 623
45 5701 65508 631
46 3885 65508 631
47 2574 65509 634
48 1773 65509 635
49 1167 65510 635
50 777 65511 635
51 521 65511 635
52 343 65512 635
53 225 65512 638
54 154 65512 638
55 109 65512 638
56 73 65512 638
57 41 65512 638
58 28 65512 638
59 19 65512 638
60 15 65512 638
61 8 65512 638
62 7 65512 638
63 4 65512 638
64 4 65512 638
65 4 65512 638
66 3 65512 638
67 3 65512 638
68 2 65512 638
69 1 65512 638
70 1 65512 638
71 0 65512 638
