0 70 70 0
1 101 101 0
2 151 151 0
3 210 210 0
4 282 282 0
5 382 382 0
6 538 538 0
7 742 742 0
8 1058 1058 0
9 1488 1489 1
10 2105 2108 3
11 2916 2921 5
12 4037 4043 6
13 5549 5556 7
14 7550 7559 9
15 10159 10174 15
16 13532 13552 20
17 17606 17631 25
18 22418 22451 33
19 27824 27933 39
20 33704 33859 54
21 39754 39976 71
22 45369 45675 99
23 50222 50618 117
24 54176 54698 143
25 57084 57794 177
26 59226 60170 208
27 60619 61910 242
28 61348 63089 264
29 61457 63842 296
30 61182 64406 335
31 60409 64778 366
32 59134 65032 396
33 57284 65186 417
34 54785 65294 443
35 51480 65361 465
36 47478 65415 488
37 42710 65445 511
38 37279 65468 532
39 31404 65481 554
40 25325 65488 572
41 19680 65498 581
42 14785 65505 587
43 10735 65508 596
44 7663 65511 600
45 5313 65514 607
46 3586 65514 607
47 2412 65514 609
48 1663 65514 610
49 1103 65514 610
50 733 65514 610
51 478 65514 611
52 326 65514 611
53 220 65514 611
54 153 65514 611
55 98 65514 612
56 69 65514 612
57 46 65514 612
58 33 65514 612
59 26 65514 612
60 16 65514 612
61 9 65514 612
62 6 65514 612
63 3 65514 612
64 0 65514 612
