0 59 59 0
1 75 75 0
2 102 102 0
3 141 141 0
4 190 190 0
5 260 260 0
6 338 338 0
7 455 457 2
8 596 598 2
9 805 807 2
10 1054 1056 2
11 1338 1340 2
12 1699 1701 2
13 2079 2081 2
14 2524 2528 4
15 3050 3054 4
16 3686 3691 5
17 4366 4372 6
18 5181 5187 6
19 6043 6110 9
20 7091 7177 12
21 8322 8437 14
22 9717 9874 17
23 11292 11499 18
24 13081 13365 27
25 15092 15460 33
26 17319 17813 40
27 19778 20419 47
28 22417 23276 57
29 25244 26356 67
30 28145 29553 80
31 31174 32958 95
32 34324 36504 114
33 37431 40074 134
34 40346 43535 156
35 43092 46931 175
36 45470 50000 193
37 47478 52843 219
38 48963 55271 243
39 49973 57369 273
40 50498 59167 300
41 50479 60600 324
42 50068 61812 344
43 49133 62750 369
44 47732 63445 389
45 45903 63972 413
46 43734 64397 433
47 41135 64655 455
48 38296 64880 472
49 35252 65013 484
50 31986 65152 507
51 28539 65235 526
52 25038 65278 537
53 21635 65316 545
54 18304 65350 555
55 15277 65373 562
56 12462 65386 571
57 10064 65400 580
58 7994 65413 585
59 6215 65416 590
60 4789 65419 596
61 3588 65422 598
62 2650 65422 599
63 1964 65425 600
64 1447 65427 600
65 1024 65428 601
66 768 65428 601
67 547 65429 601
68 414 65429 601
69 275 65429 601
70 191 65429 602
71 149 65429 602
72 112 65429 602
73 79 65429 602
74 56 65429 602
75 43 65429 602
76 29 65429 602
77 16 65429 602
78 13 65429 602
79 10 65429 602
80 7 65429 602
81 7 65429 602
82 4 65429 602
83 2 65429 602
84 1 65429 602
85 1 65429 602
86 0 65429 602
