0 62 62 0
1 89 89 0
2 121 121 0
3 168 168 0
4 239 239 0
5 327 328 1
6 451 452 1
7 628 629 1
8 873 874 1
9 1203 1205 2
10 1654 1657 3
11 2272 2275 3
12 3147 3152 5
13 4280 4285 5
14 5810 5816 6
15 7800 7809 9
16 10377 10393 16
17 13608 13630 22
18 17384 17409 25
19 21853 21947 35
20 26862 26996 48
21 32252 32430 60
22 37728 37977 84
23 42979 43317 102
24 47740 48191 128
25 51905 52507 156
26 55351 56155 182
27 57817 58892 210
28 59486 60919 239
29 60448 62349 256
30 60827 63373 289
31 60621 64061 316
32 59954 64550 351
33 58727 64873 381
34 56939 65088 411
35 54498 65227 437
36 51330 65300 462
37 47626 65367 490
38 43151 65414 515
39 38153 65446 544
40 32791 65463 556
41 27299 65473 576
42 22011 65486 585
43 17184 65492 596
44 12907 65504 608
45 9290 65508 612
46 6571 65509 618
47 4558 65511 621
48 3141 65512 624
49 2123 65512 624
50 1440 65512 625
51 954 65512 625
52 630 65512 626
53 416 65512 627
54 279 65512 628
55 207 65512 628
56 141 65512 628
57 96 65512 628
58 65 65512 628
59 48 65512 628
60 38 65512 628
61 25 65512 628
62 19 65512 628
63 7 65512 628
64 4 65512 628
65 3 65512 628
66 1 65512 628
67 0 65512 628
