0 54 54 0
1 68 68 0
2 100 100 0
3 137 137 0
4 192 192 0
5 280 280 0
6 391 391 0
7 548 548 0
8 766 766 0
9 1062 1063 1
10 1445 1448 3
11 2009 2013 4
12 2799 2803 4
13 3825 3833 8
14 5168 5179 11
15 6924 6940 16
16 9170 9189 19
17 11778 11802 24
18 14950 14980 30
19 18579 18671 39
20 22663 22780 50
21 27093 27257 66
22 31657 31871 79
23 36344 36627 95
24 40828 41210 107
25 45152 45662 125
26 48971 49660 147
27 52279 53200 164
28 55086 56329 190
29 57186 58845 225
30 58524 60764 244
31 59138 62179 264
32 59113 63210 297
33 58462 63926 329
34 57186 64422 355
35 55278 64771 385
36 52891 64999 414
37 49881 65154 437
38 46304 65266 466
39 42281 65337 485
40 37877 65391 506
41 33330 65433 523
42 28620 65456 540
43 24078 65467 551
44 19657 65479 562
45 15691 65484 571
46 12175 65492 590
47 9074 65493 595
48 6588 65497 596
49 4690 65500 606
50 3298 65502 608
51 2279 65502 609
52 1567 65502 609
53 1073 65502 609
54 728 65502 610
55 502 65502 610
56 348 65502 610
57 236 65502 610
58 165 65502 610
59 111 65502 610
60 69 65502 610
61 46 65502 610
62 35 65502 610
63 23 65502 610
64 18 65502 610
65 10 65502 610
66 9 65502 610
67 5 65502 610
68 2 65502 610
69 0 65502 610
