15.5 0
15.5 255

0 15.5
255 15.5

31.5 0
31.5 255

0 31.5
255 31.5

47.5 0
47.5 255

0 47.5
255 47.5

63.5 0
63.5 255

0 63.5
255 63.5

79.5 0
79.5 255

0 79.5
255 79.5

95.5 0
95.5 255

0 95.5
255 95.5

111.5 0
111.5 255

0 111.5
255 111.5

127.5 0
127.5 255

0 127.5
255 127.5

143.5 0
143.5 255

0 143.5
255 143.5

159.5 0
159.5 255

0 159.5
255 159.5

175.5 0
175.5 255

0 175.5
255 175.5

191.5 0
191.5 255

0 191.5
255 191.5

207.5 0
207.5 255

0 207.5
255 207.5

223.5 0
223.5 255

0 223.5
255 223.5

239.5 0
239.5 255

0 239.5
255 239.5

