0 60 60 0
1 81 81 0
2 109 109 0
3 153 153 0
4 212 212 0
5 301 301 0
6 429 429 0
7 599 599 0
8 821 821 0
9 1151 1152 1
10 1649 1650 1
11 2262 2264 2
12 3168 3172 4
13 4383 4389 6
14 6004 6012 8
15 8077 8087 10
16 10854 10865 11
17 14348 14367 19
18 18643 18668 25
19 23653 23744 31
20 29242 29367 44
21 35244 35411 58
22 41089 41331 89
23 46538 46873 123
24 51165 51609 144
25 54940 55537 171
26 57708 58506 203
27 59603 60644 226
28 60780 62186 263
29 61314 63242 291
30 61434 63998 317
31 60999 64491 348
32 60084 64809 381
33 58680 65041 406
34 56752 65204 438
35 54060 65307 479
36 50636 65376 502
37 46400 65425 525
38 41373 65448 555
39 35815 65467 576
40 29846 65488 591
41 23977 65494 605
42 18475 65496 624
43 13783 65500 635
44 9880 65500 642
45 6937 65502 648
46 4818 65503 650
47 3294 65504 651
48 2249 65504 651
49 1498 65505 652
50 1009 65505 653
51 690 65505 654
52 461 65506 654
53 299 65506 654
54 196 65506 654
55 126 65506 655
56 77 65506 655
57 56 65506 655
58 37 65506 655
59 16 65506 655
60 12 65506 655
61 10 65506 655
62 6 65506 655
63 6 65506 655
64 4 65506 655
65 3 65506 655
66 2 65506 655
67 2 65506 655
68 1 65506 655
69 1 65506 655
70 1 65506 655
71 0 65506 655
