0 75 75 0
1 112 112 0
2 156 156 0
3 219 219 0
4 307 307 0
5 418 418 0
6 584 584 0
7 801 801 0
8 1099 1100 1
9 1474 1477 3
10 1982 1985 3
11 2606 2609 3
12 3343 3348 5
13 4285 4293 8
14 5357 5367 10
15 6559 6570 11
16 7854 7868 14
17 9167 9187 20
18 10354 10377 23
19 11436 11537 26
20 12437 12579 30
21 13258 13450 36
22 14037 14299 44
23 14483 14844 55
24 14815 15294 64
25 15029 15679 71
26 15097 15968 80
27 15030 16203 86
28 14803 16369 104
29 14414 16486 109
30 13897 16590 112
31 13224 16657 120
32 12339 16719 126
33 11320 16764 133
34 10168 16801 138
35 8897 16829 147
36 7604 16845 151
37 6430 16855 155
38 5287 16865 157
39 4257 16873 160
40 3397 16878 162
41 2561 16882 162
42 2027 16885 162
43 1582 16885 162
44 1199 16888 166
45 911 16888 166
46 680 16889 166
47 515 16889 166
48 400 16889 166
49 297 16889 166
50 231 16890 166
51 170 16890 166
52 126 16890 166
53 89 16890 166
54 61 16890 166
55 45 16890 166
56 35 16890 166
57 25 16890 166
58 17 16890 166
59 12 16890 166
60 8 16890 166
61 5 16890 166
62 5 16890 166
63 2 16890 166
64 2 16890 166
65 1 16890 166
66 1 16890 166
67 1 16890 166
68 1 16890 166
69 0 16890 166
