0 58 58 0
1 83 83 0
2 116 116 0
3 154 156 2
4 212 214 2
5 283 285 2
6 390 392 2
7 539 541 2
8 759 763 4
9 1054 1058 4
10 1428 1433 5
11 1936 1942 6
12 2647 2654 7
13 3553 3562 9
14 4737 4748 11
15 6348 6360 12
16 8261 8279 18
17 10494 10517 23
18 13089 13119 30
19 15886 15978 35
20 18895 19018 41
21 21782 21946 50
22 24659 24876 64
23 27514 27806 81
24 29946 30321 95
25 32056 32547 104
26 33629 34276 116
27 34812 35692 129
28 35629 36824 152
29 36154 37744 175
30 36252 38373 200
31 36017 38863 219
32 35436 39201 237
33 34499 39459 256
34 33036 39601 271
35 31221 39700 284
36 29066 39777 296
37 26530 39830 308
38 23727 39861 323
39 20719 39882 341
40 17821 39900 351
41 14913 39907 363
42 12010 39911 372
43 9517 39917 380
44 7309 39922 387
45 5594 39924 391
46 4192 39925 393
47 3079 39926 397
48 2164 39928 399
49 1542 39928 401
50 1055 39929 402
51 719 39930 402
52 463 39930 402
53 324 39930 403
54 225 39930 405
55 150 39930 405
56 98 39930 405
57 68 39930 405
58 47 39930 405
59 30 39930 405
60 23 39930 405
61 19 39930 405
62 13 39930 405
63 8 39930 405
64 6 39930 405
65 5 39930 405
66 4 39930 405
67 2 39930 405
68 2 39930 405
69 1 39930 405
70 0 39930 405
