0 59 59 0
1 76 76 0
2 93 93 0
3 113 113 0
4 130 130 0
5 146 146 0
6 160 160 0
7 175 175 0
8 183 183 0
9 194 194 0
10 204 204 0
11 209 209 0
12 218 218 0
13 219 219 0
14 224 224 0
15 226 226 0
16 232 232 0
17 236 236 0
18 240 240 0
19 189 248 0
20 173 249 0
21 156 250 1
22 137 251 1
23 120 251 1
24 107 253 1
25 93 253 1
26 78 253 1
27 71 255 2
28 63 257 2
29 55 259 2
30 50 259 2
31 40 259 3
32 39 259 3
33 34 259 3
34 32 259 3
35 27 260 3
36 23 260 3
37 19 260 3
38 11 260 3
39 10 260 3
40 9 260 3
41 8 260 3
42 8 260 3
43 6 260 3
44 6 260 3
45 6 260 3
46 4 260 3
47 3 260 3
48 1 260 3
49 1 260 3
50 1 260 3
51 1 260 3
52 1 260 3
53 1 260 3
54 0 260 3
