0 78 78 0
1 112 112 0
2 158 158 0
3 201 201 0
4 254 254 0
5 321 321 0
6 401 401 0
7 490 490 0
8 583 583 0
9 681 681 0
10 786 786 0
11 884 885 1
12 980 983 3
13 1057 1060 3
14 1128 1132 4
15 1186 1191 5
16 1229 1234 5
17 1274 1280 6
18 1314 1321 7
19 1261 1347 8
20 1256 1376 8
21 1244 1409 8
22 1225 1433 8
23 1196 1456 8
24 1154 1481 8
25 1096 1503 8
26 1035 1530 8
27 966 1552 8
28 894 1578 9
29 815 1604 9
30 735 1621 9
31 651 1635 9
32 595 1656 10
33 536 1670 11
34 489 1682 11
35 457 1693 11
36 421 1703 11
37 399 1721 11
38 382 1730 11
39 365 1742 11
40 335 1745 12
41 318 1752 12
42 301 1759 13
43 280 1764 14
44 263 1769 14
45 242 1776 15
46 229 1785 15
47 210 1791 15
48 192 1799 15
49 181 1805 15
50 174 1812 15
51 163 1820 15
52 154 1825 15
53 148 1832 16
54 147 1841 16
55 138 1842 16
56 122 1844 16
57 116 1847 16
58 113 1856 16
59 115 1861 16
60 115 1868 16
61 112 1872 16
62 110 1875 16
63 107 1877 16
64 103 1879 16
65 102 1887 16
66 102 1893 16
67 98 1897 16
68 99 1904 16
69 99 1911 16
70 99 1919 16
71 97 1922 16
72 94 1926 16
73 87 1928 16
74 88 1930 16
75 86 1930 16
76 84 1931 16
77 78 1934 16
78 78 1939 16
79 74 1942 16
80 75 1947 16
81 74 1949 16
82 76 1953 16
83 82 1961 16
84 79 1966 16
85 73 1967 17
86 77 1975 17
87 76 1981 17
88 82 1993 17
89 76 1995 17
90 77 1999 17
91 74 2000 17
92 73 2001 17
93 76 2006 17
94 79 2009 17
95 83 2014 17
96 84 2018 17
97 83 2022 17
98 89 2031 17
99 90 2037 17
100 93 2042 17
101 95 2050 19
102 93 2056 19
103 96 2064 19
104 96 2065 19
105 91 2067 19
106 90 2072 19
107 80 2074 19
108 81 2077 19
109 83 2083 19
110 85 2086 19
111 84 2086 19
112 83 2090 19
113 81 2091 19
114 76 2091 19
115 75 2094 19
116 71 2094 19
117 68 2099 19
118 67 2104 19
119 63 2105 19
120 58 2108 19
121 55 2111 19
122 50 2114 19
123 51 2116 19
124 55 2122 19
125 53 2125 19
126 55 2129 19
127 58 2135 19
128 54 2138 20
129 51 2138 20
130 54 2141 20
131 50 2142 21
132 50 2143 21
133 50 2143 21
134 47 2143 21
135 47 2143 21
136 43 2144 21
137 37 2144 22
138 36 2144 22
139 34 2144 22
140 31 2144 22
141 28 2144 22
142 26 2144 22
143 20 2144 22
144 19 2145 22
145 15 2145 22
146 9 2145 22
147 6 2145 22
148 6 2145 22
149 3 2145 22
150 2 2145 22
151 1 2145 22
152 1 2145 22
153 1 2145 22
154 1 2145 22
155 1 2145 22
156 1 2145 22
157 1 2145 22
158 1 2145 22
159 1 2145 22
160 1 2145 22
161 1 2145 22
162 1 2145 22
163 0 2145 22
