1.5 0
1.5 255

0 1.5
255 1.5

3.5 0
3.5 255

0 3.5
255 3.5

5.5 0
5.5 255

0 5.5
255 5.5

7.5 0
7.5 255

0 7.5
255 7.5

9.5 0
9.5 255

0 9.5
255 9.5

11.5 0
11.5 255

0 11.5
255 11.5

13.5 0
13.5 255

0 13.5
255 13.5

15.5 0
15.5 255

0 15.5
255 15.5

17.5 0
17.5 255

0 17.5
255 17.5

19.5 0
19.5 255

0 19.5
255 19.5

21.5 0
21.5 255

0 21.5
255 21.5

23.5 0
23.5 255

0 23.5
255 23.5

25.5 0
25.5 255

0 25.5
255 25.5

27.5 0
27.5 255

0 27.5
255 27.5

29.5 0
29.5 255

0 29.5
255 29.5

31.5 0
31.5 255

0 31.5
255 31.5

33.5 0
33.5 255

0 33.5
255 33.5

35.5 0
35.5 255

0 35.5
255 35.5

37.5 0
37.5 255

0 37.5
255 37.5

39.5 0
39.5 255

0 39.5
255 39.5

41.5 0
41.5 255

0 41.5
255 41.5

43.5 0
43.5 255

0 43.5
255 43.5

45.5 0
45.5 255

0 45.5
255 45.5

47.5 0
47.5 255

0 47.5
255 47.5

49.5 0
49.5 255

0 49.5
255 49.5

51.5 0
51.5 255

0 51.5
255 51.5

53.5 0
53.5 255

0 53.5
255 53.5

55.5 0
55.5 255

0 55.5
255 55.5

57.5 0
57.5 255

0 57.5
255 57.5

59.5 0
59.5 255

0 59.5
255 59.5

61.5 0
61.5 255

0 61.5
255 61.5

63.5 0
63.5 255

0 63.5
255 63.5

65.5 0
65.5 255

0 65.5
255 65.5

67.5 0
67.5 255

0 67.5
255 67.5

69.5 0
69.5 255

0 69.5
255 69.5

71.5 0
71.5 255

0 71.5
255 71.5

73.5 0
73.5 255

0 73.5
255 73.5

75.5 0
75.5 255

0 75.5
255 75.5

77.5 0
77.5 255

0 77.5
255 77.5

79.5 0
79.5 255

0 79.5
255 79.5

81.5 0
81.5 255

0 81.5
255 81.5

83.5 0
83.5 255

0 83.5
255 83.5

85.5 0
85.5 255

0 85.5
255 85.5

87.5 0
87.5 255

0 87.5
255 87.5

89.5 0
89.5 255

0 89.5
255 89.5

91.5 0
91.5 255

0 91.5
255 91.5

93.5 0
93.5 255

0 93.5
255 93.5

95.5 0
95.5 255

0 95.5
255 95.5

97.5 0
97.5 255

0 97.5
255 97.5

99.5 0
99.5 255

0 99.5
255 99.5

101.5 0
101.5 255

0 101.5
255 101.5

103.5 0
103.5 255

0 103.5
255 103.5

105.5 0
105.5 255

0 105.5
255 105.5

107.5 0
107.5 255

0 107.5
255 107.5

109.5 0
109.5 255

0 109.5
255 109.5

111.5 0
111.5 255

0 111.5
255 111.5

113.5 0
113.5 255

0 113.5
255 113.5

115.5 0
115.5 255

0 115.5
255 115.5

117.5 0
117.5 255

0 117.5
255 117.5

119.5 0
119.5 255

0 119.5
255 119.5

121.5 0
121.5 255

0 121.5
255 121.5

123.5 0
123.5 255

0 123.5
255 123.5

125.5 0
125.5 255

0 125.5
255 125.5

127.5 0
127.5 255

0 127.5
255 127.5

129.5 0
129.5 255

0 129.5
255 129.5

131.5 0
131.5 255

0 131.5
255 131.5

133.5 0
133.5 255

0 133.5
255 133.5

135.5 0
135.5 255

0 135.5
255 135.5

137.5 0
137.5 255

0 137.5
255 137.5

139.5 0
139.5 255

0 139.5
255 139.5

141.5 0
141.5 255

0 141.5
255 141.5

143.5 0
143.5 255

0 143.5
255 143.5

145.5 0
145.5 255

0 145.5
255 145.5

147.5 0
147.5 255

0 147.5
255 147.5

149.5 0
149.5 255

0 149.5
255 149.5

151.5 0
151.5 255

0 151.5
255 151.5

153.5 0
153.5 255

0 153.5
255 153.5

155.5 0
155.5 255

0 155.5
255 155.5

157.5 0
157.5 255

0 157.5
255 157.5

159.5 0
159.5 255

0 159.5
255 159.5

161.5 0
161.5 255

0 161.5
255 161.5

163.5 0
163.5 255

0 163.5
255 163.5

165.5 0
165.5 255

0 165.5
255 165.5

167.5 0
167.5 255

0 167.5
255 167.5

169.5 0
169.5 255

0 169.5
255 169.5

171.5 0
171.5 255

0 171.5
255 171.5

173.5 0
173.5 255

0 173.5
255 173.5

175.5 0
175.5 255

0 175.5
255 175.5

177.5 0
177.5 255

0 177.5
255 177.5

179.5 0
179.5 255

0 179.5
255 179.5

181.5 0
181.5 255

0 181.5
255 181.5

183.5 0
183.5 255

0 183.5
255 183.5

185.5 0
185.5 255

0 185.5
255 185.5

187.5 0
187.5 255

0 187.5
255 187.5

189.5 0
189.5 255

0 189.5
255 189.5

191.5 0
191.5 255

0 191.5
255 191.5

193.5 0
193.5 255

0 193.5
255 193.5

195.5 0
195.5 255

0 195.5
255 195.5

197.5 0
197.5 255

0 197.5
255 197.5

199.5 0
199.5 255

0 199.5
255 199.5

201.5 0
201.5 255

0 201.5
255 201.5

203.5 0
203.5 255

0 203.5
255 203.5

205.5 0
205.5 255

0 205.5
255 205.5

207.5 0
207.5 255

0 207.5
255 207.5

209.5 0
209.5 255

0 209.5
255 209.5

211.5 0
211.5 255

0 211.5
255 211.5

213.5 0
213.5 255

0 213.5
255 213.5

215.5 0
215.5 255

0 215.5
255 215.5

217.5 0
217.5 255

0 217.5
255 217.5

219.5 0
219.5 255

0 219.5
255 219.5

221.5 0
221.5 255

0 221.5
255 221.5

223.5 0
223.5 255

0 223.5
255 223.5

225.5 0
225.5 255

0 225.5
255 225.5

227.5 0
227.5 255

0 227.5
255 227.5

229.5 0
229.5 255

0 229.5
255 229.5

231.5 0
231.5 255

0 231.5
255 231.5

233.5 0
233.5 255

0 233.5
255 233.5

235.5 0
235.5 255

0 235.5
255 235.5

237.5 0
237.5 255

0 237.5
255 237.5

239.5 0
239.5 255

0 239.5
255 239.5

241.5 0
241.5 255

0 241.5
255 241.5

243.5 0
243.5 255

0 243.5
255 243.5

245.5 0
245.5 255

0 245.5
255 245.5

247.5 0
247.5 255

0 247.5
255 247.5

249.5 0
249.5 255

0 249.5
255 249.5

251.5 0
251.5 255

0 251.5
255 251.5

253.5 0
253.5 255

0 253.5
255 253.5

